player_id,player_name,short_name,club,team_name,grade_name,season_id,season,season_start_date,competition_name,raw_player_id,raw_player_name,source_system,source_file,source_sheet,source_row,data_confidence,matches,battingInnings,battingAggregate,battingNotOuts,battingBallsFaced,batting50s,batting100s,batting0s,battingHighScore,isBattingHSNotOut,battingAverage,battingStrikeRate,battingFours,battingSixes,battingMinutes,team_id,grade_id,canonical_player_id,canonical_player_name
excel_627d9633211f8a16,Bruce Whitehouse,B Whitehouse,Georges River DCC,Georges River DCC,Historical club summary,excel_1993_94,Summer 1993/94,1993-07-01T00:00:00.0000000+00:00,Historical Excel,excel_627d9633211f8a16,Bruce Whitehouse,excel,bexley_stats_spreadsheets.xlsx,1993-94,56,high,12,11,356,,,1,1,,174,False,32.36,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_e4bd8ce703326070,Scott Whitehurst,S Whitehurst,Georges River DCC,Georges River DCC,Historical club summary,excel_1993_94,Summer 1993/94,1993-07-01T00:00:00.0000000+00:00,Historical Excel,excel_e4bd8ce703326070,Scott Whitehurst,excel,bexley_stats_spreadsheets.xlsx,1993-94,57,high,11,13,186,1,,,,,42,False,15.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_d408db069106b35a,Benjamin Wilson,B Wilson,Georges River DCC,Georges River DCC,Historical club summary,excel_1993_94,Summer 1993/94,1993-07-01T00:00:00.0000000+00:00,Historical Excel,excel_d408db069106b35a,Benjamin Wilson,excel,bexley_stats_spreadsheets.xlsx,1993-94,58,high,3,3,128,,,1,,,82,False,42.67,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_bb4afb12714717ef,Pelham Wilson,P Wilson,Georges River DCC,Georges River DCC,Historical club summary,excel_1993_94,Summer 1993/94,1993-07-01T00:00:00.0000000+00:00,Historical Excel,excel_bb4afb12714717ef,Pelham Wilson,excel,bexley_stats_spreadsheets.xlsx,1993-94,59,high,13,13,408,3,,2,,,66,False,40.8,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_80e53e682b392f76,Jeff Woods,J Woods,Georges River DCC,Georges River DCC,Historical club summary,excel_1993_94,Summer 1993/94,1993-07-01T00:00:00.0000000+00:00,Historical Excel,excel_80e53e682b392f76,Jeff Woods,excel,bexley_stats_spreadsheets.xlsx,1993-94,60,high,5,4,57,,,,,,44,False,14.25,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_bb87980dbead20bc,Daniel J Wynn,D J Wynn,Georges River DCC,Georges River DCC,Historical club summary,excel_1993_94,Summer 1993/94,1993-07-01T00:00:00.0000000+00:00,Historical Excel,excel_bb87980dbead20bc,Daniel J Wynn,excel,bexley_stats_spreadsheets.xlsx,1993-94,61,high,12,12,254,3,,1,,,60,False,28.22,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_dbbe51c7b5068950,Paul York,P York,Georges River DCC,Georges River DCC,Historical club summary,excel_1993_94,Summer 1993/94,1993-07-01T00:00:00.0000000+00:00,Historical Excel,excel_dbbe51c7b5068950,Paul York,excel,bexley_stats_spreadsheets.xlsx,1993-94,62,high,13,11,69,4,,,,,19,False,9.86,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_7fefed26841e65fa,Paul C Bristow,P C Bristow,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_7fefed26841e65fa,Paul C Bristow,excel,bexley_stats_spreadsheets.xlsx,1994-95,2,high,1,2,19,,,,,,19,False,9.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_649d10abf46e5893,Darren Burgess,D Burgess,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_649d10abf46e5893,Darren Burgess,excel,bexley_stats_spreadsheets.xlsx,1994-95,3,high,19,19,453,1,,2,,,65,False,25.17,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_743f2f74a4385d91,Mark Burgess,M Burgess,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_743f2f74a4385d91,Mark Burgess,excel,bexley_stats_spreadsheets.xlsx,1994-95,4,high,4,3,43,1,,,,,26,False,21.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_ff914cfd805241b5,Alan Carrington,A Carrington,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_ff914cfd805241b5,Alan Carrington,excel,bexley_stats_spreadsheets.xlsx,1994-95,5,high,2,1,10,,,,,,10,False,10,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_7f6a8a3c654dcc19,Peter Chudleigh,P Chudleigh,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_7f6a8a3c654dcc19,Peter Chudleigh,excel,bexley_stats_spreadsheets.xlsx,1994-95,6,high,8,8,75,1,,,,,29,False,10.71,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_cab9a0adfae41504,Heath Clark,H Clark,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_cab9a0adfae41504,Heath Clark,excel,bexley_stats_spreadsheets.xlsx,1994-95,7,high,14,14,223,1,,,,,43,False,17.15,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_d2ccedccbcb1e664,Martin Cole,M Cole,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_d2ccedccbcb1e664,Martin Cole,excel,bexley_stats_spreadsheets.xlsx,1994-95,8,high,7,7,103,,,,,,26,False,14.71,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_70b0a7d39c87552d,Jamie Cooley,J Cooley,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_70b0a7d39c87552d,Jamie Cooley,excel,bexley_stats_spreadsheets.xlsx,1994-95,9,high,1,1,5,,,,,,5,False,5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_4ce61acdf5c6740c,Brian Cooper,B Cooper,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_4ce61acdf5c6740c,Brian Cooper,excel,bexley_stats_spreadsheets.xlsx,1994-95,10,high,2,2,31,1,,,,,20,False,31,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_e611d74fabf2857c,Bradley Cox,B Cox,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_e611d74fabf2857c,Bradley Cox,excel,bexley_stats_spreadsheets.xlsx,1994-95,11,high,13,12,190,3,,1,,,51,False,21.11,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_1a85224e1d28de0f,Kevin J Croom,K J Croom,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_1a85224e1d28de0f,Kevin J Croom,excel,bexley_stats_spreadsheets.xlsx,1994-95,12,high,13,13,234,1,,1,,,50,False,19.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_2bc5544f9801b99b,Trevor Davies,T Davies,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_2bc5544f9801b99b,Trevor Davies,excel,bexley_stats_spreadsheets.xlsx,1994-95,13,high,15,15,389,2,,2,,,89,False,29.92,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_2ed0d86017b5f438,Peter G Dick,P G Dick,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_2ed0d86017b5f438,Peter G Dick,excel,bexley_stats_spreadsheets.xlsx,1994-95,14,high,15,15,294,2,,1,,,88,False,22.62,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_0bae4372c07b99cf,Joe D'imperio,J D'imperio,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_0bae4372c07b99cf,Joe D'imperio,excel,bexley_stats_spreadsheets.xlsx,1994-95,15,high,12,12,357,,,2,,,83,False,29.75,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_807fee41e0b4f13d,Sam D'imperio,S D'imperio,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_807fee41e0b4f13d,Sam D'imperio,excel,bexley_stats_spreadsheets.xlsx,1994-95,16,high,2,2,29,1,,,,,24,False,29,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_11675ffb47c5b874,Stephen Dunn,S Dunn,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_11675ffb47c5b874,Stephen Dunn,excel,bexley_stats_spreadsheets.xlsx,1994-95,17,high,15,18,255,6,,,,,49,False,21.25,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_dd0896827bf67dda,David Edwards,D Edwards,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_dd0896827bf67dda,David Edwards,excel,bexley_stats_spreadsheets.xlsx,1994-95,18,high,1,1,15,1,,,,,15,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_6e7a9d894090990b,Mark England,M England,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6e7a9d894090990b,Mark England,excel,bexley_stats_spreadsheets.xlsx,1994-95,19,high,2,2,74,,,1,,,54,False,37,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_9b437cdec7a34d67,Ben Fairfax,B Fairfax,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_9b437cdec7a34d67,Ben Fairfax,excel,bexley_stats_spreadsheets.xlsx,1994-95,20,high,6,6,58,,,,,,23,False,9.67,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_af1eb5d6fec231ab,Jamie Fardell,J Fardell,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_af1eb5d6fec231ab,Jamie Fardell,excel,bexley_stats_spreadsheets.xlsx,1994-95,21,high,17,15,155,2,,1,,,50,False,11.92,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_ba280ddd2af7bfc0,Meville A Fernando,M A Fernando,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_ba280ddd2af7bfc0,Meville A Fernando,excel,bexley_stats_spreadsheets.xlsx,1994-95,22,high,6,6,18,2,,,,,13,False,4.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_d646bfdb00bcfb69,Matthew J Fulcher,M J Fulcher,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_d646bfdb00bcfb69,Matthew J Fulcher,excel,bexley_stats_spreadsheets.xlsx,1994-95,23,high,17,18,385,4,,2,,,85,False,27.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_33c5c70dbeb6cdb4,Corey Gavan,C Gavan,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_33c5c70dbeb6cdb4,Corey Gavan,excel,bexley_stats_spreadsheets.xlsx,1994-95,24,high,10,10,270,3,,1,1,,122,False,38.57,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_4d21e3e796a87c86,Colin Hidson,C Hidson,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_4d21e3e796a87c86,Colin Hidson,excel,bexley_stats_spreadsheets.xlsx,1994-95,25,high,3,3,17,,,,,,8,False,5.67,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_0bf76b8a8f8742ad,Sandy Hunter,S Hunter,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_0bf76b8a8f8742ad,Sandy Hunter,excel,bexley_stats_spreadsheets.xlsx,1994-95,26,high,9,5,13,2,,,,,6,False,4.33,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_7817259add1c0265,Brenton James,B James,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_7817259add1c0265,Brenton James,excel,bexley_stats_spreadsheets.xlsx,1994-95,27,high,10,10,93,,,,,,27,False,9.3,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_1e5fe21160f9aa9b,Dave Jiffkins,D Jiffkins,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_1e5fe21160f9aa9b,Dave Jiffkins,excel,bexley_stats_spreadsheets.xlsx,1994-95,28,high,11,11,319,1,,2,,,83,False,31.9,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_c967037ca8aac513,Damien Johnson,D Johnson,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c967037ca8aac513,Damien Johnson,excel,bexley_stats_spreadsheets.xlsx,1994-95,29,high,5,5,75,,,,,,39,False,15,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_4f582d0ba3e54cfe,Mike Johnson,M Johnson,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_4f582d0ba3e54cfe,Mike Johnson,excel,bexley_stats_spreadsheets.xlsx,1994-95,30,high,2,2,8,,,,,,7,False,4,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_6b197b7ea77715fe,Tom Jones,T Jones,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6b197b7ea77715fe,Tom Jones,excel,bexley_stats_spreadsheets.xlsx,1994-95,31,high,17,10,17,8,,,,,5,False,8.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_5a5d897af41525e1,Marc Koenig,M Koenig,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_5a5d897af41525e1,Marc Koenig,excel,bexley_stats_spreadsheets.xlsx,1994-95,33,high,12,12,210,1,,1,,,85,False,19.09,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_eceff6031b9c3e19,Troy Lewis,T Lewis,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_eceff6031b9c3e19,Troy Lewis,excel,bexley_stats_spreadsheets.xlsx,1994-95,34,high,12,12,273,1,,,1,,108,False,24.82,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_09ea4c0ab0281d91,Paul Mansell,P Mansell,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_09ea4c0ab0281d91,Paul Mansell,excel,bexley_stats_spreadsheets.xlsx,1994-95,35,high,1,1,4,,,,,,4,False,4,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_5a196c1ff7bac1d7,David Marshall,D Marshall,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_5a196c1ff7bac1d7,David Marshall,excel,bexley_stats_spreadsheets.xlsx,1994-95,36,high,12,11,273,1,,,,,47,False,27.3,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_326bcd4309d5b5fa,Adam Mccall,A Mccall,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_326bcd4309d5b5fa,Adam Mccall,excel,bexley_stats_spreadsheets.xlsx,1994-95,37,high,12,12,244,1,,1,,,50,False,22.18,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_8cf2b5898310fb2f,Brett Mccormack,B Mccormack,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_8cf2b5898310fb2f,Brett Mccormack,excel,bexley_stats_spreadsheets.xlsx,1994-95,38,high,13,14,250,1,,1,,,50,False,19.23,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_11af58a2282969d2,Phil Merrick,P Merrick,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_11af58a2282969d2,Phil Merrick,excel,bexley_stats_spreadsheets.xlsx,1994-95,39,high,14,12,65,6,,,,,18,False,10.83,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_ecdd3eabaad16645,Sean Morando,S Morando,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_ecdd3eabaad16645,Sean Morando,excel,bexley_stats_spreadsheets.xlsx,1994-95,40,high,5,5,36,2,,,,,15,False,12,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_60c2620c1cebeae9,Andrew Nicol,A Nicol,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_60c2620c1cebeae9,Andrew Nicol,excel,bexley_stats_spreadsheets.xlsx,1994-95,42,high,18,18,247,2,,,,,45,False,15.44,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_0ac6984527ab2642,Paul P O'brien,P P O'brien,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_0ac6984527ab2642,Paul P O'brien,excel,bexley_stats_spreadsheets.xlsx,1994-95,43,high,21,22,998,4,,4,2,,161,False,55.44,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_c4db215926bf3df1,Brendan Pace,B Pace,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c4db215926bf3df1,Brendan Pace,excel,bexley_stats_spreadsheets.xlsx,1994-95,44,high,18,18,259,,,1,,,63,False,14.39,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_7179e3d016a5c5d0,Tony Paino,T Paino,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_7179e3d016a5c5d0,Tony Paino,excel,bexley_stats_spreadsheets.xlsx,1994-95,45,high,6,6,52,1,,,,,25,False,10.4,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_fcc09456dbef78ad,Bryan Palmer,B Palmer,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_fcc09456dbef78ad,Bryan Palmer,excel,bexley_stats_spreadsheets.xlsx,1994-95,46,high,4,4,13,,,,,,11,False,3.25,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_c6a9cbcf5fc191f2,Nathan Percy,N Percy,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_c6a9cbcf5fc191f2,Nathan Percy,excel,bexley_stats_spreadsheets.xlsx,1994-95,47,high,11,11,162,1,,,,,45,False,16.2,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_a72069b8a083c16e,Bill Psyhogios,B Psyhogios,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_a72069b8a083c16e,Bill Psyhogios,excel,bexley_stats_spreadsheets.xlsx,1994-95,48,high,5,4,7,2,,,,,3,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_4fe6befea68d0798,Peter Remfrey,P Remfrey,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_4fe6befea68d0798,Peter Remfrey,excel,bexley_stats_spreadsheets.xlsx,1994-95,49,high,13,13,300,,,1,,,84,False,42.86,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_6d377fa3e437f6c4,Michael Schmoll,M Schmoll,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6d377fa3e437f6c4,Michael Schmoll,excel,bexley_stats_spreadsheets.xlsx,1994-95,50,high,18,18,359,4,,2,,,66,False,25.64,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_6393bd9783208690,Mark Schwartz,M Schwartz,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6393bd9783208690,Mark Schwartz,excel,bexley_stats_spreadsheets.xlsx,1994-95,51,high,6,6,129,,,,,,40,False,21.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_e534d35f4d9c25f4,John Short,J Short,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_e534d35f4d9c25f4,John Short,excel,bexley_stats_spreadsheets.xlsx,1994-95,52,high,10,10,93,3,,,,,44,False,13.29,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_fa019ef6a28abbe7,Chris Stonnill,C Stonnill,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_fa019ef6a28abbe7,Chris Stonnill,excel,bexley_stats_spreadsheets.xlsx,1994-95,55,high,11,11,236,,,1,,,81,False,23.6,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_2a8369dfb5fc22bf,Paul E Thomas,P E Thomas,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_2a8369dfb5fc22bf,Paul E Thomas,excel,bexley_stats_spreadsheets.xlsx,1994-95,56,high,11,7,46,4,,,,,19,False,15.33,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_91630d6d8f1fc756,Wayne Triggell,W Triggell,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_91630d6d8f1fc756,Wayne Triggell,excel,bexley_stats_spreadsheets.xlsx,1994-95,57,high,3,2,35,,,,,,18,False,17.5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_35ddcea230d29ecb,Bruce Whitehouse,B Whitehouse,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_35ddcea230d29ecb,Bruce Whitehouse,excel,bexley_stats_spreadsheets.xlsx,1994-95,58,high,15,15,244,2,,,,,43,False,18.77,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_b1de9eebbd304bbb,Scott Whitehurst,S Whitehurst,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_b1de9eebbd304bbb,Scott Whitehurst,excel,bexley_stats_spreadsheets.xlsx,1994-95,59,high,14,14,175,1,,,,,37,False,13.46,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_35c6a85cbf621306,Benjamin Wilson,B Wilson,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_35c6a85cbf621306,Benjamin Wilson,excel,bexley_stats_spreadsheets.xlsx,1994-95,60,high,7,6,64,,,,,,31,False,10.67,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_3d22d465b82ce24f,Pelham Wilson,P Wilson,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_3d22d465b82ce24f,Pelham Wilson,excel,bexley_stats_spreadsheets.xlsx,1994-95,61,high,6,6,102,,,,,,36,False,20.4,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_a0ae050866a0acd2,Glen Wisson,G Wisson,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_a0ae050866a0acd2,Glen Wisson,excel,bexley_stats_spreadsheets.xlsx,1994-95,62,high,1,1,5,,,,,,5,False,5,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_29141855c93c02c6,Jeff Woods,J Woods,Georges River DCC,Georges River DCC,Historical club summary,excel_1994_95,Summer 1994/95,1994-07-01T00:00:00.0000000+00:00,Historical Excel,excel_29141855c93c02c6,Jeff Woods,excel,bexley_stats_spreadsheets.xlsx,1994-95,63,high,15,10,94,2,,,,,23,False,11.75,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_394dd782f651bf82,Nathan Aarts,N Aarts,Georges River DCC,Georges River DCC,Historical club summary,excel_1995_96,Summer 1995/96,1995-07-01T00:00:00.0000000+00:00,Historical Excel,excel_394dd782f651bf82,Nathan Aarts,excel,bexley_stats_spreadsheets.xlsx,1995-96,2,high,1,1,3,,,,,,3,False,3,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_6ad442193ac537d3,L Alcock,L Alcock,Georges River DCC,Georges River DCC,Historical club summary,excel_1995_96,Summer 1995/96,1995-07-01T00:00:00.0000000+00:00,Historical Excel,excel_6ad442193ac537d3,L Alcock,excel,bexley_stats_spreadsheets.xlsx,1995-96,3,high,1,1,,,,,,,,False,,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_cdcde9f8fbf0043e,M Ali,M Ali,Georges River DCC,Georges River DCC,Historical club summary,excel_1995_96,Summer 1995/96,1995-07-01T00:00:00.0000000+00:00,Historical Excel,excel_cdcde9f8fbf0043e,M Ali,excel,bexley_stats_spreadsheets.xlsx,1995-96,4,high,2,2,40,,,,,,40,False,20,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
excel_3ffabae3a7454d01,Roy Amos,R Amos,Georges River DCC,Georges River DCC,Historical club summary,excel_1995_96,Summer 1995/96,1995-07-01T00:00:00.0000000+00:00,Historical Excel,excel_3ffabae3a7454d01,Roy Amos,excel,bexley_stats_spreadsheets.xlsx,1995-96,5,high,13,13,123,1,,,,,31,False,10.25,,,,,excel_georges_river_dcc,excel_historical_club_summary,,
